name,description,review_text,review_rating,genre,keywords,datePublished,director,actor,creator
"42nd Street Forever, Volume 1","A weird, wild and crazy collection of exploitation movie trailer promos from around the world.","If you love what now would be called &apos;red-band&apos; trailers (the greats ones that don&apos;t skimp on the good stuff, be it any of the three B&apos;s: blood, boobs, and/or bush), this compilation of trailers for low-budget &apos;grindhouse&apos; movies is definitely for you. True, a small handful of the trailers are useless (thankfully relegated closely to the end, such as &apos;Superfuzz&apos;, and one or two others), but for the most part this collection is superb. Not one, not two, but three Christina Lindberg trailers with her in her FULL glory, if you catch my drift. (God she&apos;s stunning), The Hammer when he was still at the top of his game as &apos;Boss N*gger&apos;, campy gay bike riders, and a ton of nudity, gore and violence are just a few of the delightfully high points. Of course this is not really for everyone, but anyone who wants a trip down memory lane or just wants to see how good trailers used to be, rent this ASAP. You will NOT be disappointed.",9,['Documentary'],"['exploitation film', 'grindhouse film', 'grindhouse theater', 'female frontal nudity', 'female full frontal nudity']",2005-11-15,[],[],[]
"42nd Street Forever, Volume 2: The Deuce","This amazing follow-up to Synapse Films&apos; best-selling 2005 compilation features even more classic theatrical trailers full of nudity, sex, violence, monsters and mayhem.","56 more vintage trailers are in this sequel compilation to the first 42nd Street Forever (which I loved, by the way). This time around the focus is mainly on racing films, blacksploitation, a few swords & sandals flicks among others. Even though this began with a great trailer for the classic Ms. 45 and has a few other gems here & there, it pales in comparison to volume 1 which really upped the anti as far as trailer comps go. This is still watchable, but in my opinion, just lacked that special something. Also there&apos;s way less nudity and rampant violence in this set (although both still there) 

My Grade: C",5,['Documentary'],"['exploitation film', 'grindhouse film', 'grindhouse theater', 'female nudity', 'female rear nudity']",2006-10-31,[],[],[]
"42nd Street Forever, Volume 3: Exploitation Explosion",Synapse Films presents another volume in their best-selling series of classic exploitation trailers. Another collection from the bygone days of New York City&apos;s classic 42nd Street theatres.,"Not long ago (mere weeks ago, in fact), I found on YouTube a New York Public Access show, THE CINEFILES, wherein four New Yorkers- Edwin Samuelson, Eric Cohen, Jeff Gallashaw, and Michael Foltz- THOROUGHLY review movies Old and New. I&apos;ve become addicted to the show to the extent that I&apos;d like to suggest to them that they release their entire series on DVD. Anyone who&apos;s a die-hard movie fan can&apos;t miss this show- it&apos;s absolutely must-see. Even when I don&apos;t agree with them, their comments and their arguments for or against a particular film are compelling entertainment. THE CINEFILES are, to a man, the most ENTERTAINING critics I&apos;ve ever seen. (And I would also suggest that the shows be transferred to DVD just as they are, with no edits to correct errors: these are, after all, Public Access shows and one of the things that I learned over the years is that ANYTHING can happen on a PA show...) I mention THE CINEFILES because Mr. Samuelson is one of the three narrators on the 42nd STREET FOREVER, V.3 commentary. It&apos;s always interesting to revisit some of these trailers, but far more fun to hear what the commentators have to say about them. The one gripe I have, having first been exposed to the in-depth insights of THE CINEFILES, is that there simply isn&apos;t enough TIME for the commentators to comment at length on the trailers. Maybe it&apos;d be a good idea to have the commentators, a la THE CINEFILES, sit around a table and comment at length after each trailer is shown.",9,['Documentary'],"['exploitation film', 'grindhouse film', 'grindhouse theater', 'movie trailer', 'compilation']",2008-01-29,[],"['Michael Gingold', 'Chris Poggiali', 'Edwin Samuelson']",[]
48 Hrs.,A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.,"Violent criminal Ganz escapes from prison, and is looking for a money stash. He leaves a trail of dead people. Jack Cates (Nick Nolte) survives the shootout. He grabs Ganz acquaintance Reggie Hammond (Eddie Murphy) from prison for 48 hours leave to help track down the killer.

This is gritty rough movie from Walter Hill. The language is rough. It&apos;s not simply swearing. It is viciously vile. Nick Nolte calls Eddie Murphy a lot of racist language without batting an eye. The people are all good and proper low lifes. Even the gun shoots sound meaner. This movie runs on the combustible chemistry between Nick Nolte and Eddie Murphy. Eddie Murphy has a bit of fun once in awhile, and Nolte is at his growling best. This is also notable for Eddie Murphy&apos;s movie debut.",8,"['Action', 'Comedy', 'Crime']","['criminal', 'villain', 'murder of a police officer', 'bar fight', 'neo noir']",1982-12-08,['Walter Hill'],"['Nick Nolte', 'Eddie Murphy', 'Annette O&apos;Toole']","['Roger Spottiswoode', 'Walter Hill', 'Larry Gross']"
Un esercito di 5 uomini,,,7,"['Action', 'Adventure', 'Western']","['italo western', 'zapata western', 'gold train robbery', '1910s', 'bandit gang']",1970-02-20,"['Don Taylor', 'Italo Zingarelli']","['Bud Spencer', 'Peter Graves', 'James Daly']","['Marc Richards', 'Dario Argento']"
55 Days at Peking,,,7,"['Action', 'Adventure', 'Drama']","['boxer rebellion', 'china', 'colonialism', 'peking china', 'imperialism']",1963-05-06,"['Nicholas Ray', 'Guy Green', 'Andrew Marton']","['Charlton Heston', 'Ava Gardner', 'David Niven']","['Robert Hamer', 'Philip Yordan', 'Bernard Gordon']"
5ive Girls,"Five wayward teenage girls are sent to a reformatory and discover they possess unique powers to battle the ancient demon, Legion, which holds thrall over the sinister institution.","Ron Perlman and Jordan Madley are pretty much the only bright spots in this movie. The plot outline states that five girls confront Legion. It would have been far more accurate to state that five girls are individually stalked by Legion.

The acting was horrid, even for a B movie, and what decent acting there was in this film was obliterated by shoddy writing and talentless directing.

This receives a two star rating because of the admirable effort Ron and Jordan put in, in spite of the overall result. If you enjoy B movies, you may like this title, but if you are looking for a good supernatural thriller, this writer suggests Gothika.",2,"['Horror', 'Thriller']","['pentagram', 'school', 'witch', 'spanking with a ruler', 'panties']",2006-10-10,['Warren P. Sonoda'],"['Ron Perlman', 'Jennifer Miller', 'Jordan Madley']",['Warren P. Sonoda']
The 5th Wave,"Four waves of increasingly deadly alien attacks have left most of Earth in ruin. Cassie is on the run, desperately trying to save her younger brother.","Rating it a 7 because it totally kept my attention. However, this could have been a 9. The first 30 minutes are really good. They really should have kept down that serious adult track. Unfortunately it became a teen movie. It&apos;s like running a marathon and gassing out after mile 8. They should have kept it adult level, but rather it got a little cheesy making it a kid-level PG-ish feel. All that being said, there was still enough to keep my attention to finish up and I didn&apos;t regret my 2-hour investment.",7,"['Action', 'Adventure', 'Sci-Fi']","['alien', 'based on novel', 'invasion', 'alien attack', 'kiss']",2016-01-22,['J Blakeson'],"['Chloë Grace Moretz', 'Matthew Zuk', 'Gabriela Lopez']","['Susannah Grant', 'Akiva Goldsman', 'Jeff Pinkner']"
The 50 Worst Movies Ever Made,,,5,['Documentary'],"['film criticism', 'reference to howard the duck', 'retrospective', 'film discussion', 'film clip']",2004-07-13,[],"['Carlos Larkin', 'Nick Adams', 'Barbara Bach']",['Brandon Christopher']
68 Kill,"A punk-rock after hours about femininity, masculinity and the theft of $68,000.",This film is crazy but it manages to work in the end. There is some really nice eye candy as well. Ratings are spot on for this one.,6,"['Comedy', 'Crime', 'Thriller']","['female serial killer', 'possessive female', 'dominant woman', 'abduction', 'kidnapping']",2017-08-04,['Trent Haaga'],"['Matthew Gray Gubler', 'AnnaLynne McCord', 'Alisha Boe']","['Trent Haaga', 'Bryan Smith']"
The 7th Voyage of Sinbad,"When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.","The Seventh Voyage of Sinbad is one of my all time favourite movies. Great cast, great villain, great script and just the right balance of absolutely fantastic Ray Harryhausen special effects (without being excessive or absurd - as in the ridiculous and completely unbelievable baboon who appears to star in the deeply inferior &apos;Sinbad and the Eye of the Tiger&apos;, 1977).

Kerwyn Mathews stars as Sinbad minus the traditional beard, but compensates by showing off as much chest hair and his forearms as possible. Critics have describe him as a little wooden but I disagree. I thought he was just great for the part and plays it well. Its not Shakespeare after all. My three year old son still joins in shouting &apos;Parisa !&apos; and &apos;Sakura !&apos; whenever we watch this movie. 

The gorgeous Katherine Grant is a beautiful Princess named Parisa (and not in a slightly sleazy, ever so tartish fashion that we see foisted on Caroline Munro in the 1974 &apos;Golden Voyage of Sinbad&apos;).

Torin Thatcher, born in Bombay and therefore possibly the token &apos;Asian&apos; in this flick, is absolutely marvelous as Sakura, the evil wizard or magician (it&apos;s never made quite clear what side of the fence he sits on, or why). He exudes evil even before it made clear that he&apos;s a resident baddie.

This is a really great family movie above all else. Everyone except the eternally idle, the immature and clinically over-cynical teenagers can sit through this and find something enjoyable - even the music and scenery (the caption reads: Bagdad, but in fact it&apos;s Granada, Spain). I might also add that it makes a very pleasant change to see a movie in English where the bloke who says &apos;Allah&apos; in his sentences is not some dreadful caricatured half-mad terrorist looking to kill innocents. Its good to be able to sit down with the kids and watch a film that everyone likes for a change.

My only, only complaint with this film is the silly voice they have given the child-genie. Very unnecassary and distracting from an otherwise excellent piece of cinema viewing. Five stars or ten, whichever is highest.",,"['Action', 'Adventure', 'Family']","['sword and sandal', 'arabian', 'national film registry', 'storm at sea', 'bare chested male']",1958-12-23,['Nathan Juran'],"['Kerwin Mathews', 'Kathryn Grant', 'Richard Eyer']","['Ken Kolb', 'Ray Harryhausen']"
8½,,,8,['Drama'],"['film director', 'surrealism', 'man wears eyeglasses', 'mistress', 'whip']",1963-06-24,['Federico Fellini'],"['Marcello Mastroianni', 'Anouk Aimée', 'Claudia Cardinale']","['Federico Fellini', 'Ennio Flaiano', 'Tullio Pinelli']"
8 Mile,,"Those who are saying `8 Mile&apos; shows a vanilla-ed Eminem may have a point: this movie introduces him to a non-rap audience just as `Wild Style&apos; introduced us to hip-hop. But those who say Eminem is sanitized here for mall viewing have an odd notion of language. Perhaps his CD&apos;s contain more inflammatory material than is aired in this movie, but what gets said here is most definitely not for any suburban grandmothers who aren&apos;t stone deaf.

It&apos;s surprising - admirable, really - how well Curtis Hansen and his crew keep track of the plot from scene to scene when not much of it seems to matter other than Rabbit&apos;s problems with his mother, Stephanie Smith -- Kim Basinger. Bassinger is a blue ribbon southern white trash trailor park mom. You can&apos;t help feeling that with minor tweaking she could be the mother of a Grosse Pointe prep school boy, a lady whose problem was overspending instead of imminent eviction from a stinky trailor. Bassinger makes trashiness look attractive, just as she made movie star decay attractive when Hansen directed her in `L.A. Confidential&apos; six years ago. Rabbit&apos;s problems with girlfriends aren&apos;t significant, though he has two of them, an ex and a new one. Both are delicious but primed for rejection. Rabbit&apos;s closest relationships are with his emcee pal `Future&apos; (played by an utterly charming and huggable Mikhi Pfifer) and his slightly retarded token white homie, Cheddar Bob (Evan Jones).

But his closest relationship of all is with himself, as is clear from the first scene, where Eminem is doing rap gestures in the competition shed men&apos;s room, looking in the mirror, hearing his music in his head --and this is fine, because it&apos;s what a young man has to do: get on friendly working terms with who he is. The movie is about his going off to be on his own and give up his rowdy playmates to become a winner, and he walks off by himself in the final scene. The comparison with Shakespeare&apos;s Henry IV isn&apos;t out of place. The Shakespearean parallel was used explicitly for Keanu Reeves&apos; character in `My Own Private Idaho&apos; but the theme is really more central here. Eminem isn&apos;t a cold personality like Keanu Reeves in Van Sant&apos;s movie. He is close to his mates and they&apos;re always touching hands and gently hugging each other. The hands and the hugs are one of the main images that stay with you after seeing `8 Mile.&apos;

Eminem as shown in `8 Mile&apos; isn&apos;t totally motivated by his anger at all. His anger is very contained. He seems able to turn it on and off at will and release it only when he needs it -- to trounce rap competition or throw out his mom&apos;s sleazy boyfriend. It&apos;s his ability to control his anger that makes both Rabbit and Eminem winners.

Eminem does have an authenticity about him that makes for a strong presence on screen. Paradoxically he projects a powerful inwardness, so that his turning away from everybody makes his face jump out at us. His effect is of authenticity, because he doesn&apos;t put on a reaction to please the audience or suit the scene, but he is always there, moving with the scene and in fact creating it.

`8 Mile&apos; isn&apos;t just a vehicle for Eminem. It&apos;s too well made a movie to be that. But without Eminem `8 Mile&apos; wouldn&apos;t exist. The only importance of the rapping contests emceed by `Future&apos; is that first Rabbit shies away from them, and then he enters them and wins them. You have to wonder how the rapper/actors feel who are in the movie only to be put down by Eminem.

`8 Mile&apos; cannot escape from the limitations of the fictionalized star biopic. There have been dozens of movies about emerging music stars and their families, their early sponsors, their first big breaks, and so on, many of them with more range and specificity of detail than this one. This movie only takes its hero to the moment when he walks away, having shown that he can be a star. The whole focus is on his personality, and in particular his stillness. The most important moments are those when Rabbit/Eminem stands with mike in hand, silent, waiting for inspiration to strike. Even when he choses not to compete and hands the mike back, this moment is full of power. In this movie Eminem carries the expression of sheer imminence, raw potential, to a new level of clarity and confidence.

This rapper is good just standing there.",,"['Drama', 'Music']","['self expression', 'competition', 'rap music', 'hip hop', 'gay slur']",2002-11-08,['Curtis Hanson'],"['Eminem', 'Brittany Murphy', 'Kim Basinger']",['Scott Silver']
